agent_id,agent_name,agent_type,operator_code,country_code,region,city,latitude,longitude,onboarding_date,agent_status,commission_tier
AGT-00101345,Mini-marché Patte d'Oie,MERCHANT,MTN_MOMO,GIN,Mamou,Mamou,7.348479,-12.918173,2023-09-04,ACTIVE,T2
AGT-00101346,Boutique Liberté,SUB_AGENT,MOOV,GIN,Mamou,Mamou,12.528273,-10.45167,2024-10-29,ACTIVE,T1
AGT-00101347,Marché Guédiawaye,SUB_AGENT,OM,CIV,Korhogo,Korhogo,9.577606,-5.225892,2024-06-26,ACTIVE,T1
AGT-00101348,Tabaski Service Mariste,MERCHANT,FREE,SEN,Diourbel,Diourbel,12.788492,-15.953755,2022-03-27,ACTIVE,T1
AGT-00101349,Boutique Sandaga,SUB_AGENT,MOOV,GIN,Kindia,Kindia,8.135002,-12.600247,2021-09-20,ACTIVE,T2
AGT-00101350,Boutique Patte d'Oie,SUB_AGENT,FREE,CIV,Bouaké,Bouaké,7.012604,-8.474949,2024-06-05,TERMINATED,T1
AGT-00101351,Station Cash HLM,SUB_AGENT,FREE,SEN,Kaffrine,Kaffrine,12.762134,-17.19281,2020-01-05,ACTIVE,T1
AGT-00101352,Point Argent Mermoz,MERCHANT,FREE,SEN,Tambacounda,Tambacounda,14.458695,-11.916326,2020-09-18,ACTIVE,T2
AGT-00101353,Marché Liberté,SUB_AGENT,MOOV,GIN,Kankan,Kankan,7.881007,-7.97207,2021-11-13,ACTIVE,T2
AGT-00101354,Cash & Go Plateau,MERCHANT,FREE,MLI,Ségou,Ségou,12.733307,-3.317345,2025-03-26,ACTIVE,T1
AGT-00101355,Point Cash Ngor,SUB_AGENT,WAVE,CIV,Korhogo,Korhogo,6.074769,-8.211381,2020-03-05,ACTIVE,T1
AGT-00101356,Mini-marché Almadies,SUB_AGENT,MOOV,SEN,Fatick,Fatick,,,2020-02-03,ACTIVE,T1
AGT-00101357,Point Cash Yoff,SUB_AGENT,MOOV,SEN,Matam,Matam,15.10398,-13.38455,2019-07-25,SUSPENDED,T1
AGT-00101358,Point Argent Grand Yoff,MERCHANT,MOOV,SEN,Diourbel,Diourbel,12.587008,-17.026038,2022-07-07,ACTIVE,T1
AGT-00101359,Station Cash Pikine,SUB_AGENT,MOOV,SEN,Diourbel,Diourbel,13.536553,-12.104725,2022-08-02,ACTIVE,T2
AGT-00101360,Cash Point Tabaski,SUB_AGENT,MOOV,SEN,Kédougou,Kédougou,15.797185,-17.242394,2020-02-17,ACTIVE,T2
AGT-00101361,Kiosque Gibraltar,MERCHANT,OM,MLI,Kayes,Kayes,23.133915,2.806786,2024-05-16,ACTIVE,T1
AGT-00101362,Tabaski Service Touba,SUB_AGENT,OM,SEN,Kaffrine,Kaffrine,15.389095,-16.9972,2025-07-03,SUSPENDED,T1
AGT-00101363,Téléservices Reubeuss,MERCHANT,MOOV,MLI,Kayes,Kayes,22.59214,-5.624884,2021-11-30,ACTIVE,T3
AGT-00101364,Point Argent Colobane,SUB_AGENT,MTN_MOMO,CIV,Korhogo,Korhogo,7.337875,-4.119865,2022-04-27,ACTIVE,T1
AGT-00101365,SuperMoney Ngor,SUB_AGENT,OM,SEN,Matam,Matam,16.390334,-12.5921,2021-06-30,ACTIVE,T3
AGT-00101366,Point Argent Guédiawaye,MERCHANT,MOOV,SEN,Kolda,Kolda,14.07748,-12.332762,2020-02-09,ACTIVE,T2
AGT-00101367,Agence Mermoz,SUB_AGENT,MTN_MOMO,SEN,Kolda,Kolda,14.526858,-12.775344,2023-11-03,ACTIVE,T1
AGT-00101368,Mini-marché Colobane,MERCHANT,MOOV,SEN,Diourbel,Diourbel,12.458537,-12.500066,2022-07-01,ACTIVE,T2
AGT-00101369,Mini-marché Tabaski,SUB_AGENT,WAVE,GIN,Kindia,Kindia,8.882259,-10.836997,2019-12-05,TERMINATED,T1
AGT-00101370,Cash & Go Hann,SUB_AGENT,WAVE,SEN,Kaolack,Kaolack,12.3928,-13.391078,2021-03-18,ACTIVE,T1
AGT-00101371,Point Argent Almadies,SUB_AGENT,MOOV,GIN,Conakry,Conakry,11.642534,-9.881033,2023-01-11,ACTIVE,T1
AGT-00101372,Express Mermoz,MERCHANT,WAVE,SEN,Louga,Louga,,,2022-03-25,ACTIVE,T1
AGT-00101373,Point Argent Almadies,SUB_AGENT,OM,MLI,Ségou,Ségou,18.968148,-4.722755,2023-01-28,ACTIVE,T2
AGT-00101374,Express Sandaga,MERCHANT,WAVE,CIV,Daloa,Daloa,6.012905,-4.358022,2022-03-12,ACTIVE,T3
AGT-00101375,Point Cash Ouakam,MERCHANT,MTN_MOMO,SEN,Diourbel,Diourbel,13.904271,-12.672671,2023-02-20,ACTIVE,T3
AGT-00101376,Express Dieuppeul,SUB_AGENT,OM,SEN,Matam,Matam,16.365882,-14.920862,2022-03-17,ACTIVE,T2
AGT-00101377,Téléservices Patte d'Oie,SUB_AGENT,OM,SEN,Tambacounda,Tambacounda,12.425272,-17.478143,2019-11-12,ACTIVE,T1
AGT-00101378,Boutique Liberté,MERCHANT,MOOV,SEN,Ziguinchor,Ziguinchor,14.523913,-17.105185,2020-04-15,ACTIVE,T1
AGT-00101379,Point Argent Fass,ATM_PARTNER,WAVE,SEN,Saint-Louis,Saint-Louis,14.439667,-13.979985,2019-12-17,ACTIVE,T1
AGT-00101380,Multiservices Gibraltar,MERCHANT,FREE,SEN,Saint-Louis,Saint-Louis,14.289928,-11.500457,2022-04-05,ACTIVE,T3
AGT-00101381,Tabaski Service Sandaga,MERCHANT,MOOV,SEN,Matam,Matam,13.764287,-15.340355,2021-11-09,ACTIVE,T1
AGT-00101382,Point Argent Hann,SUB_AGENT,WAVE,SEN,Thiès,Thiès,12.753879,-13.82024,2024-11-15,SUSPENDED,T1
AGT-00101383,Mini-marché Mermoz,MERCHANT,MTN_MOMO,MLI,Koulikoro,Koulikoro,13.315315,-3.71251,2021-05-26,TERMINATED,T1
AGT-00101384,Point Cash Colobane,SUB_AGENT,MTN_MOMO,GIN,Kankan,Kankan,10.236704,-12.636563,2023-12-07,SUSPENDED,T1
AGT-00101385,Tabaski Service Sicap,SUB_AGENT,MTN_MOMO,MLI,Sikasso,Sikasso,21.612896,-6.69976,2020-09-15,ACTIVE,T1
AGT-00101386,Agence Médina,MERCHANT,MTN_MOMO,GIN,Faranah,Faranah,7.377183,-9.677073,2025-08-03,ACTIVE,T2
AGT-00101387,Express Fass,SUB_AGENT,OM,MLI,Sikasso,Sikasso,11.827468,-5.67348,2020-12-19,ACTIVE,T2
AGT-00101388,Téléservices Bel Air,SUB_AGENT,WAVE,CIV,San-Pédro,San-Pédro,7.408507,-5.884073,2022-06-11,ACTIVE,T1
AGT-00101389,Point Argent Sandaga,MERCHANT,FREE,CIV,Bouaké,Bouaké,10.124446,-2.662204,2024-03-25,ACTIVE,T1
AGT-00101390,Multiservices Ngor,MASTER_AGENT,OM,SEN,Louga,Louga,16.004762,-13.378446,2020-10-06,ACTIVE,T1
AGT-00101391,Marché Médina,SUB_AGENT,MOOV,CIV,Korhogo,Korhogo,8.298178,-3.232407,2022-05-16,ACTIVE,T1
AGT-00101392,Express Sandaga,ATM_PARTNER,OM,SEN,Ziguinchor,Ziguinchor,13.738055,-16.649092,2023-10-20,SUSPENDED,T2
AGT-00101393,Cash Point Patte d'Oie,SUB_AGENT,FREE,SEN,Kolda,Kolda,15.821235,-14.617848,2025-04-13,ACTIVE,T1
AGT-00101394,Point Cash Fass,SUB_AGENT,MTN_MOMO,GIN,Kindia,Kindia,11.678503,-14.310706,2022-06-10,ACTIVE,T1
AGT-00101395,Tabaski Service Guédiawaye,SUB_AGENT,WAVE,SEN,Dakar,Dakar,14.937592,-11.60438,2023-05-30,ACTIVE,T1
AGT-00101396,Marché Almadies,SUB_AGENT,MOOV,CIV,Yamoussoukro,Yamoussoukro,8.549591,-2.869092,2022-02-12,ACTIVE,T1
AGT-00101397,Express Touba,SUB_AGENT,OM,SEN,Matam,Matam,15.762516,-16.941519,2023-12-30,ACTIVE,T1
AGT-00101398,Point Argent Niary Tally,SUB_AGENT,WAVE,CIV,Man,Man,7.853931,-3.406376,2022-09-05,ACTIVE,T3
AGT-00101399,Tabaski Service Ngor,SUB_AGENT,OM,MLI,Mopti,Mopti,17.22466,-6.816436,2021-02-22,ACTIVE,T1
AGT-00101400,Express Cambérène,MERCHANT,OM,SEN,Kaolack,Kaolack,13.471723,-12.830047,2022-09-04,ACTIVE,T1
AGT-00101401,Point Argent Dieuppeul,MASTER_AGENT,MTN_MOMO,GIN,Kankan,Kankan,12.222771,-11.86086,2020-06-03,ACTIVE,T1
AGT-00101402,Cash Point Gibraltar,MERCHANT,MTN_MOMO,SEN,Kaffrine,Kaffrine,12.579193,-16.534887,2020-07-10,ACTIVE,T2
AGT-00101403,Mini-marché Almadies,MERCHANT,FREE,MLI,Bamako,Bamako,20.821746,2.354846,2021-02-19,ACTIVE,T1
AGT-00101404,Station Cash Mermoz,SUB_AGENT,WAVE,GIN,Kindia,Kindia,10.648165,-11.317776,2020-10-23,ACTIVE,T1
AGT-00101405,Point Argent Colobane,MERCHANT,MOOV,SEN,Kédougou,Kédougou,12.813619,-12.566507,2024-11-01,ACTIVE,T2
AGT-00101406,Kiosque Guédiawaye,SUB_AGENT,FREE,CIV,Bouaké,Bouaké,6.910346,-6.132376,2022-06-18,ACTIVE,T1
AGT-00101407,Station Cash HLM,SUB_AGENT,WAVE,SEN,Kaolack,Kaolack,14.258731,-15.403135,2022-08-31,ACTIVE,T1
AGT-00101408,Boutique Hann,SUB_AGENT,MOOV,SEN,Kaffrine,Kaffrine,15.380547,-14.973289,2024-04-02,ACTIVE,T1
AGT-00101409,Agence Gibraltar,SUB_AGENT,FREE,GIN,Faranah,Faranah,7.252572,-11.455796,2023-10-12,ACTIVE,T1
AGT-00101410,Point Cash Almadies,SUB_AGENT,MTN_MOMO,SEN,Kolda,Kolda,14.692841,-16.46894,2020-04-15,TERMINATED,T1
AGT-00101411,Tabaski Service Niary Tally,MERCHANT,OM,SEN,Dakar,Dakar,12.381404,-11.652117,2022-04-16,ACTIVE,T1
AGT-00101412,Cash Point Gibraltar,SUB_AGENT,MOOV,SEN,Kaolack,Kaolack,15.541181,-12.782848,2024-07-24,ACTIVE,T2
AGT-00101413,Express Mariste,MERCHANT,WAVE,GIN,Conakry,Conakry,11.66877,-9.519443,2019-06-03,ACTIVE,T2
AGT-00101414,Boutique Hann,MERCHANT,WAVE,GIN,Conakry,Conakry,11.025522,-12.162907,2022-06-10,SUSPENDED,T1
AGT-00101415,Express Liberté,MERCHANT,OM,SEN,Diourbel,Diourbel,16.580236,-13.620176,2025-07-01,ACTIVE,T1
AGT-00101416,Multiservices Tabaski,MERCHANT,MOOV,GIN,Boké,Boké,12.401717,-10.73993,2020-02-05,ACTIVE,T2
AGT-00101417,Marché Pikine,SUB_AGENT,OM,SEN,Kaffrine,Kaffrine,15.080032,-16.367927,2024-12-31,ACTIVE,T1
AGT-00101418,Cash Point Niary Tally,SUB_AGENT,MOOV,SEN,Kolda,Kolda,14.03976,-16.406067,2022-02-08,ACTIVE,T1
AGT-00101419,Point Argent Guédiawaye,ATM_PARTNER,WAVE,GIN,Conakry,Conakry,7.38587,-10.813663,2021-05-15,ACTIVE,T1
AGT-00101420,Multiservices Liberté,MERCHANT,MTN_MOMO,GIN,Kankan,Kankan,,,2022-05-14,SUSPENDED,T2
AGT-00101421,Express Grand Yoff,MERCHANT,MOOV,GIN,Labé,Labé,10.907091,-8.013823,2019-05-23,SUSPENDED,T3
AGT-00101422,Tabaski Service Colobane,MERCHANT,OM,SEN,Sédhiou,Sédhiou,12.499052,-11.929312,2019-09-23,ACTIVE,T2
AGT-00101423,Tabaski Service Cambérène,SUB_AGENT,OM,SEN,Matam,Matam,13.363259,-12.737711,2019-11-21,ACTIVE,T1
AGT-00101424,SuperMoney Colobane,SUB_AGENT,MTN_MOMO,SEN,Tambacounda,Tambacounda,14.090568,-12.474809,2020-04-06,ACTIVE,T2
AGT-00101425,Téléservices Colobane,MERCHANT,OM,GIN,Nzérékoré,Nzérékoré,11.493331,-8.146913,2025-02-04,ACTIVE,T2
AGT-00101426,SuperMoney Almadies,SUB_AGENT,MTN_MOMO,GIN,Conakry,Conakry,12.687059,-11.223718,2022-04-09,ACTIVE,T1
AGT-00101427,Express Castors,SUB_AGENT,FREE,CIV,Bouaké,Bouaké,10.511094,-7.444976,2019-10-03,ACTIVE,T1
AGT-00101428,Tabaski Service Niary Tally,SUB_AGENT,FREE,CIV,Man,Man,7.67908,-7.060853,2019-06-11,SUSPENDED,T1
AGT-00101429,Point Argent Reubeuss,SUB_AGENT,FREE,CIV,Bouaké,Bouaké,10.62646,-6.15255,2022-03-09,ACTIVE,T1
AGT-00101430,Point Argent Sicap,SUB_AGENT,MTN_MOMO,CIV,San-Pédro,San-Pédro,9.365478,-5.904004,2025-05-23,TERMINATED,T1
AGT-00101431,Cash Point Hann,SUB_AGENT,OM,CIV,Man,Man,7.852779,-2.631606,2020-06-15,ACTIVE,T2
AGT-00101432,Point Argent Cambérène,MASTER_AGENT,OM,GIN,Mamou,Mamou,9.746884,-11.390645,2022-08-02,ACTIVE,T1
AGT-00101433,Point Cash Ngor,MERCHANT,MOOV,SEN,Thiès,Thiès,15.551902,-15.304452,2023-02-08,ACTIVE,T1
AGT-00101434,Point Cash Liberté,MERCHANT,MTN_MOMO,SEN,Fatick,Fatick,16.224952,-15.657666,2025-04-10,ACTIVE,T1
AGT-00101435,Cash & Go Tabaski,SUB_AGENT,OM,SEN,Ziguinchor,Ziguinchor,13.051267,-15.174769,2021-12-11,ACTIVE,T1
AGT-00101436,Cash Point Mariste,SUB_AGENT,WAVE,GIN,Labé,Labé,10.691169,-11.505495,2025-08-03,ACTIVE,T1
AGT-00101437,Mini-marché Cambérène,MERCHANT,OM,SEN,Saint-Louis,Saint-Louis,13.051398,-17.055189,2020-08-18,ACTIVE,T1
AGT-00101438,Kiosque Mermoz,ATM_PARTNER,FREE,GIN,Faranah,Faranah,9.760394,-11.373154,2020-02-11,ACTIVE,T1
AGT-00101439,Multiservices Colobane,SUB_AGENT,MOOV,CIV,San-Pédro,San-Pédro,6.287275,-3.35039,2025-01-20,ACTIVE,T1
AGT-00101440,Point Cash Wakhinane,SUB_AGENT,OM,CIV,San-Pédro,San-Pédro,7.354305,-3.012779,2025-05-05,ACTIVE,T1
AGT-00101441,Cash Point Dieuppeul,SUB_AGENT,WAVE,MLI,Koulikoro,Koulikoro,22.901778,-8.102063,2019-03-31,ACTIVE,T3
AGT-00101442,Kiosque Patte d'Oie,SUB_AGENT,MOOV,SEN,Diourbel,Diourbel,14.695761,-11.776618,2024-06-30,ACTIVE,T1
AGT-00101443,Agence HLM,MERCHANT,WAVE,CIV,Yamoussoukro,Yamoussoukro,,,2022-09-03,ACTIVE,T1
AGT-00101444,Point Argent Wakhinane,SUB_AGENT,FREE,GIN,Conakry,Conakry,7.939345,-12.547414,2019-04-22,ACTIVE,T1
AGT-00101445,Multiservices Castors,MERCHANT,FREE,GIN,Boké,Boké,10.533721,-10.369227,2022-08-30,ACTIVE,T1
AGT-00101446,SuperMoney Médina,ATM_PARTNER,FREE,CIV,Man,Man,8.116729,-3.121406,2020-01-15,ACTIVE,T1
AGT-00101447,SuperMoney Niary Tally,MERCHANT,MOOV,GIN,Mamou,Mamou,7.598825,-11.764949,2024-08-23,ACTIVE,T3
AGT-00101448,Point Cash HLM,SUB_AGENT,MOOV,CIV,Man,Man,5.954214,-3.904558,2022-09-17,ACTIVE,T2
AGT-00101449,Kiosque Patte d'Oie,SUB_AGENT,OM,SEN,Sédhiou,Sédhiou,16.073066,-13.199738,2024-10-18,ACTIVE,T1
AGT-00101450,Boutique Ouakam,SUB_AGENT,FREE,SEN,Diourbel,Diourbel,16.609144,-14.660527,2025-06-08,ACTIVE,T1
AGT-00101451,Tabaski Service Liberté,SUB_AGENT,WAVE,SEN,Fatick,Fatick,14.136299,-15.225682,2024-12-16,ACTIVE,T1
AGT-00101452,Kiosque Plateau,ATM_PARTNER,MTN_MOMO,SEN,Thiès,Thiès,13.369409,-13.913162,2024-11-08,ACTIVE,T1
AGT-00101453,Station Cash HLM,ATM_PARTNER,MTN_MOMO,CIV,Korhogo,Korhogo,7.307958,-3.496984,2019-10-27,ACTIVE,T1
AGT-00101454,Cash Point Fass,MERCHANT,OM,GIN,Kankan,Kankan,7.65149,-10.558876,2021-12-29,ACTIVE,T3
AGT-00101455,Agence Reubeuss,SUB_AGENT,FREE,SEN,Diourbel,Diourbel,13.711099,-13.708353,2024-07-25,ACTIVE,T3
AGT-00101456,Point Cash Niary Tally,MERCHANT,MTN_MOMO,SEN,Kaolack,Kaolack,16.363253,-13.380926,2021-10-27,ACTIVE,T3
AGT-00101457,Marché Grand Yoff,SUB_AGENT,MOOV,SEN,Kolda,Kolda,12.921495,-13.761152,2021-05-20,ACTIVE,T1
AGT-00101458,Multiservices Patte d'Oie,MERCHANT,MOOV,MLI,Sikasso,Sikasso,23.073157,-9.04919,2020-10-28,ACTIVE,T1
AGT-00101459,Kiosque Guédiawaye,MERCHANT,FREE,GIN,Boké,Boké,8.182075,-13.754147,2022-01-17,TERMINATED,T1
AGT-00101460,Multiservices Plateau,MASTER_AGENT,MTN_MOMO,SEN,Sédhiou,Sédhiou,14.202008,-16.385759,2024-01-20,ACTIVE,T2
AGT-00101461,Tabaski Service HLM,SUB_AGENT,WAVE,MLI,Sikasso,Sikasso,16.658911,-10.879161,2020-11-27,ACTIVE,T1
AGT-00101462,Tabaski Service Dieuppeul,SUB_AGENT,MOOV,SEN,Ziguinchor,Ziguinchor,15.672475,-17.278953,2019-04-29,ACTIVE,T1
AGT-00101463,Express Mermoz,SUB_AGENT,OM,GIN,Faranah,Faranah,,,2019-12-27,ACTIVE,T1
AGT-00101464,SuperMoney Reubeuss,SUB_AGENT,FREE,SEN,Sédhiou,Sédhiou,13.926974,-13.080697,2021-03-14,ACTIVE,T1
AGT-00101465,Station Cash Dieuppeul,MASTER_AGENT,MOOV,GIN,Faranah,Faranah,12.503757,-14.711156,2023-07-09,ACTIVE,T1
AGT-00101466,Multiservices Médina,SUB_AGENT,WAVE,GIN,Faranah,Faranah,9.742776,-12.909059,2022-03-12,SUSPENDED,T1
AGT-00101467,Cash & Go Ouakam,ATM_PARTNER,MOOV,SEN,Sédhiou,Sédhiou,15.989794,-12.119284,2020-06-09,ACTIVE,T2
AGT-00101468,Boutique Guédiawaye,SUB_AGENT,MOOV,SEN,Saint-Louis,Saint-Louis,12.726283,-16.549444,2023-04-18,ACTIVE,T2
AGT-00101469,SuperMoney Hann,SUB_AGENT,MOOV,SEN,Diourbel,Diourbel,15.281626,-14.165901,2025-05-25,ACTIVE,T2
AGT-00101470,Marché Ouakam,SUB_AGENT,MOOV,GIN,Faranah,Faranah,10.235371,-14.125237,2020-11-23,ACTIVE,T2
AGT-00101471,Marché Reubeuss,SUB_AGENT,WAVE,SEN,Sédhiou,Sédhiou,16.64236,-12.515259,2021-11-30,ACTIVE,T2
AGT-00101472,Agence Ouakam,SUB_AGENT,OM,MLI,Ségou,Ségou,17.142152,-7.055797,2022-04-06,ACTIVE,T2
AGT-00101473,SuperMoney HLM,MERCHANT,FREE,SEN,Kolda,Kolda,,,2024-01-27,ACTIVE,T1
AGT-00101474,Téléservices Almadies,MERCHANT,WAVE,GIN,Boké,Boké,12.034013,-11.170152,2024-08-12,ACTIVE,T2
AGT-00101475,Mini-marché Almadies,SUB_AGENT,MOOV,SEN,Louga,Louga,16.451313,-14.707779,2024-01-09,SUSPENDED,T1
AGT-00101476,Multiservices Tabaski,SUB_AGENT,FREE,CIV,Yamoussoukro,Yamoussoukro,5.882961,-2.60445,2024-03-12,ACTIVE,T1
AGT-00101477,Tabaski Service Fass,MASTER_AGENT,MOOV,CIV,San-Pédro,San-Pédro,7.261204,-5.141775,2024-12-02,ACTIVE,T2
AGT-00101478,Kiosque Gibraltar,MERCHANT,FREE,SEN,Dakar,Dakar,14.242557,-16.586259,2021-05-07,ACTIVE,T1
AGT-00101479,Marché Fass,MERCHANT,FREE,SEN,Dakar,Dakar,15.107033,-15.835071,2024-05-29,ACTIVE,T3
AGT-00101480,SuperMoney Niary Tally,MERCHANT,OM,GIN,Conakry,Conakry,8.731665,-12.248234,2020-06-26,ACTIVE,T1
AGT-00101481,Cash & Go Médina,SUB_AGENT,WAVE,GIN,Nzérékoré,Nzérékoré,9.167576,-11.192471,2024-11-25,ACTIVE,T1
AGT-00101482,Kiosque Dieuppeul,SUB_AGENT,MOOV,GIN,Kankan,Kankan,10.015979,-14.065731,2024-02-07,ACTIVE,T2
AGT-00101483,Tabaski Service Yoff,SUB_AGENT,OM,GIN,Kankan,Kankan,10.190656,-7.832142,2019-10-04,ACTIVE,T2
AGT-00101484,SuperMoney Niary Tally,SUB_AGENT,MOOV,SEN,Diourbel,Diourbel,16.434761,-14.959616,2019-08-04,ACTIVE,T1
AGT-00101485,Point Cash Grand Yoff,SUB_AGENT,MTN_MOMO,CIV,San-Pédro,San-Pédro,4.44272,-8.409984,2024-03-05,ACTIVE,T2
AGT-00101486,Point Argent Sicap,MERCHANT,OM,GIN,Mamou,Mamou,8.952848,-12.513906,2024-02-26,ACTIVE,T1
AGT-00101487,Marché Pikine,MERCHANT,OM,CIV,Korhogo,Korhogo,8.576775,-6.941323,2025-01-03,ACTIVE,T3
AGT-00101488,Point Cash Sandaga,MASTER_AGENT,MOOV,MLI,Bamako,Bamako,10.564431,-8.717066,2025-01-29,ACTIVE,T3
AGT-00101489,Station Cash Médina,SUB_AGENT,FREE,SEN,Diourbel,Diourbel,13.010833,-12.381198,2022-08-15,SUSPENDED,T2
AGT-00101490,Tabaski Service Mermoz,SUB_AGENT,MTN_MOMO,SEN,Kolda,Kolda,12.878882,-15.792292,2024-07-14,ACTIVE,T1
AGT-00101491,Cash Point Hann,SUB_AGENT,MTN_MOMO,SEN,Fatick,Fatick,13.054702,-15.268596,2022-06-02,ACTIVE,T1
AGT-00101492,Mini-marché Yoff,SUB_AGENT,MOOV,GIN,Kindia,Kindia,8.240265,-11.10552,2022-10-25,ACTIVE,T2
AGT-00101493,Point Argent Yoff,SUB_AGENT,MTN_MOMO,SEN,Matam,Matam,12.359753,-17.120759,2023-10-29,ACTIVE,T1
AGT-00101494,SuperMoney Bel Air,MERCHANT,OM,SEN,Thiès,Thiès,13.742945,-12.936724,2021-08-30,ACTIVE,T1
AGT-00101495,Cash & Go Sandaga,SUB_AGENT,WAVE,GIN,Conakry,Conakry,10.784954,-10.64089,2025-06-25,ACTIVE,T1
AGT-00101496,Cash Point Tabaski,MASTER_AGENT,OM,GIN,Boké,Boké,11.908226,-12.320865,2023-02-10,ACTIVE,T2
AGT-00101497,SuperMoney Tabaski,MERCHANT,OM,SEN,Matam,Matam,15.180569,-13.296265,2019-08-28,ACTIVE,T1
AGT-00101498,Téléservices Ngor,SUB_AGENT,WAVE,SEN,Kédougou,Kédougou,15.348195,-14.01057,2024-10-01,ACTIVE,T1
AGT-00101499,Boutique Patte d'Oie,SUB_AGENT,FREE,SEN,Matam,Matam,14.328849,-16.839261,2019-07-26,ACTIVE,T1
AGT-00101500,Cash Point Ngor,ATM_PARTNER,MOOV,GIN,Kindia,Kindia,9.793155,-14.902867,2020-09-09,ACTIVE,T2
AGT-00101501,Téléservices Tabaski,MERCHANT,MTN_MOMO,CIV,Bouaké,Bouaké,9.848663,-5.131176,2019-08-03,ACTIVE,T2
AGT-00101502,Téléservices Patte d'Oie,MASTER_AGENT,MTN_MOMO,MLI,Ségou,Ségou,18.014807,-7.653252,2025-07-24,SUSPENDED,T3
AGT-00101503,Cash Point Cambérène,MERCHANT,OM,SEN,Tambacounda,Tambacounda,16.016247,-17.181363,2019-10-14,ACTIVE,T1
AGT-00101504,Tabaski Service Liberté,MERCHANT,MOOV,SEN,Kédougou,Kédougou,15.716652,-17.110729,2023-05-20,ACTIVE,T1
AGT-00101505,Point Cash Liberté,MASTER_AGENT,FREE,CIV,Man,Man,7.742193,-5.530318,2024-12-31,ACTIVE,T1
AGT-00101506,Kiosque Ngor,SUB_AGENT,WAVE,SEN,Kaolack,Kaolack,13.259314,-12.145941,2023-07-18,ACTIVE,T3
AGT-00101507,Agence Castors,MERCHANT,MOOV,SEN,Fatick,Fatick,16.138639,-17.370473,2025-01-11,ACTIVE,T1
AGT-00101508,Agence Colobane,MERCHANT,MTN_MOMO,CIV,Daloa,Daloa,6.50908,-2.612861,2023-07-01,ACTIVE,T1
AGT-00101509,Point Cash Tabaski,SUB_AGENT,MOOV,GIN,Mamou,Mamou,11.359064,-14.027065,2023-07-21,ACTIVE,T1
AGT-00101510,Point Cash Plateau,SUB_AGENT,WAVE,SEN,Fatick,Fatick,13.187887,-14.778204,2019-09-15,ACTIVE,T2
AGT-00101511,Marché Sandaga,SUB_AGENT,MTN_MOMO,CIV,Yamoussoukro,Yamoussoukro,4.458022,-5.045398,2020-09-17,ACTIVE,T1
AGT-00101512,Point Argent Colobane,MERCHANT,OM,CIV,Abidjan,Abidjan,8.33206,-4.619793,2025-08-26,ACTIVE,T1
AGT-00101513,Cash & Go Bel Air,SUB_AGENT,MTN_MOMO,MLI,Koulikoro,Koulikoro,22.620851,-2.925838,2019-05-08,ACTIVE,T2
AGT-00101514,Agence Gibraltar,SUB_AGENT,MTN_MOMO,SEN,Matam,Matam,15.24219,-13.900089,2021-07-27,ACTIVE,T1
AGT-00101515,Cash & Go Mariste,SUB_AGENT,MTN_MOMO,GIN,Faranah,Faranah,10.008981,-11.174229,2020-02-04,ACTIVE,T2
AGT-00101516,Point Cash Grand Yoff,SUB_AGENT,OM,CIV,Man,Man,9.232799,-4.097803,2019-11-04,ACTIVE,T1
AGT-00101517,Tabaski Service Sicap,SUB_AGENT,MTN_MOMO,SEN,Dakar,Dakar,12.495632,-16.343839,2021-01-10,TERMINATED,T1
AGT-00101518,Agence Touba,SUB_AGENT,MTN_MOMO,CIV,Yamoussoukro,Yamoussoukro,6.791581,-4.520163,2019-08-04,ACTIVE,T1
AGT-00101519,Marché Cambérène,MERCHANT,WAVE,CIV,Bouaké,Bouaké,10.296592,-5.513819,2025-04-20,ACTIVE,T1
AGT-00101520,Point Argent Ngor,SUB_AGENT,FREE,GIN,Faranah,Faranah,8.325858,-11.867753,2021-06-20,ACTIVE,T2
AGT-00101521,SuperMoney Reubeuss,MERCHANT,FREE,SEN,Thiès,Thiès,14.928224,-17.349981,2023-07-28,ACTIVE,T1
AGT-00101522,Marché Reubeuss,MASTER_AGENT,WAVE,GIN,Nzérékoré,Nzérékoré,11.096207,-13.815024,2021-12-12,ACTIVE,T1
AGT-00101523,Boutique Liberté,SUB_AGENT,WAVE,MLI,Ségou,Ségou,16.750749,3.240787,2019-07-27,ACTIVE,T1
AGT-00101524,Point Argent Gibraltar,MERCHANT,FREE,MLI,Kayes,Kayes,10.58705,-10.214758,2021-09-23,ACTIVE,T2
AGT-00101525,Station Cash Ouakam,SUB_AGENT,MOOV,CIV,San-Pédro,San-Pédro,6.668167,-2.865959,2025-08-29,ACTIVE,T1
AGT-00101526,Cash Point Touba,MERCHANT,FREE,SEN,Dakar,Dakar,13.00302,-16.485082,2020-12-26,ACTIVE,T2
AGT-00101527,Kiosque Liberté,MERCHANT,MTN_MOMO,MLI,Bamako,Bamako,15.346129,-6.220658,2022-02-08,ACTIVE,T1
AGT-00101528,SuperMoney Fass,MERCHANT,FREE,CIV,Daloa,Daloa,5.341535,-6.481131,2023-05-01,ACTIVE,T3
AGT-00101529,Téléservices Ngor,SUB_AGENT,MTN_MOMO,GIN,Kankan,Kankan,10.029586,-10.422661,2023-12-23,SUSPENDED,T1
